Date,Open,High,Low,Close,Adj Close,Volume
2015-01-05,16.600000381469727,16.6875,16.5,16.637500762939453,11.650155067443848,25182448
2015-01-06,16.4375,16.4375,16.1875,16.225000381469727,11.361307144165039,78007304
2015-01-07,16.174999237060547,16.3125,16.174999237060547,16.25,11.378812789916992,27966168
2015-01-08,16.375,16.649999618530273,16.375,16.625,11.641401290893555,52614100
2015-01-09,16.725000381469727,16.737499237060547,16.512500762939453,16.537500381469727,11.580131530761719,23567924
2015-01-12,16.450000762939453,16.537500381469727,16.412500381469727,16.4375,11.510107040405273,36241316
2015-01-13,16.399999618530273,16.600000381469727,16.350000381469727,16.487499237060547,11.545120239257812,24606508
2015-01-14,16.5,16.512500762939453,16.350000381469727,16.399999618530273,11.48384952545166,28820956
2015-01-15,16.412500381469727,16.487499237060547,16.337499618530273,16.450000762939453,11.5188627243042,14102160
2015-01-16,16.5625,16.600000381469727,16.337499618530273,16.375,11.466343879699707,37270636
2015-01-19,16.575000762939453,16.6875,16.512500762939453,16.5625,11.597637176513672,70365356
2015-01-20,16.625,16.725000381469727,16.587499618530273,16.6875,11.685166358947754,40390900
2015-01-21,16.799999237060547,16.825000762939453,16.75,16.8125,11.772696495056152,70224444
2015-01-22,16.875,16.975000381469727,16.862499237060547,16.899999618530273,11.833966255187988,64500140
2015-01-23,17.0625,17.174999237060547,17.0625,17.174999237060547,12.026529312133789,143438740
2015-01-26,17.137500762939453,17.212499618530273,17.112499237060547,17.174999237060547,12.026529312133789,81841336
2015-01-27,17.25,17.3125,17.200000762939453,17.287500381469727,12.105307579040527,144869392
2015-01-28,17.200000762939453,17.299999237060547,17.200000762939453,17.287500381469727,12.105307579040527,143974480
2015-01-29,17.262500762939453,17.262500762939453,17.037500381469727,17.075000762939453,11.956509590148926,79161816
2015-01-30,17.149999618530273,17.149999618530273,17.0,17.0,11.903989791870117,17057896
2015-02-02,17.049999237060547,17.087499618530273,16.975000381469727,17.037500381469727,11.930249214172363,23243836
2015-02-03,17.087499618530273,17.212499618530273,17.024999618530273,17.162500381469727,12.017777442932129,66582092
2015-02-04,17.299999237060547,17.375,17.262500762939453,17.350000381469727,12.14907169342041,81430672
2015-02-05,17.262500762939453,17.3125,17.200000762939453,17.274999618530273,12.09655475616455,19134272
2015-02-06,17.274999618530273,17.299999237060547,17.162500381469727,17.1875,12.035284042358398,16431592
2015-02-09,17.1875,17.1875,17.0625,17.125,11.991518020629883,14049076
2015-02-10,17.112499237060547,17.125,17.049999237060547,17.0625,11.947754859924316,32092364
2015-02-11,17.174999237060547,17.3125,17.174999237060547,17.25,12.079048156738281,28797600
2015-02-12,17.25,17.299999237060547,17.200000762939453,17.25,12.079048156738281,37241548
2015-02-13,17.337499618530273,17.412500381469727,17.337499618530273,17.362499237060547,12.157825469970703,30399688
2015-02-24,17.487499237060547,17.612499237060547,17.487499237060547,17.5625,12.297871589660645,58198800
2015-02-25,17.674999237060547,17.725000381469727,17.637500762939453,17.700000762939453,12.394155502319336,93015684
2015-02-26,17.637500762939453,17.662500381469727,17.512500762939453,17.575000762939453,12.306626319885254,34754532
2015-03-02,17.575000762939453,17.637500762939453,17.4375,17.5,12.254105567932129,26357504
2015-03-03,17.512500762939453,17.524999618530273,17.375,17.475000381469727,12.236602783203125,20271732
2015-03-04,17.387500762939453,17.512500762939453,17.375,17.487499237060547,12.245356559753418,25658840
2015-03-05,17.487499237060547,17.5,17.337499618530273,17.424999237060547,12.20158863067627,15047544
2015-03-06,17.387500762939453,17.475000381469727,17.325000762939453,17.450000762939453,12.219094276428223,12269192
2015-03-09,17.362499237060547,17.375,17.225000381469727,17.274999618530273,12.09655475616455,29859988
2015-03-10,17.25,17.262500762939453,17.149999618530273,17.237499237060547,12.070294380187988,27833500
2015-03-11,17.087499618530273,17.287500381469727,17.075000762939453,17.262500762939453,12.087799072265625,40156992
2015-03-12,17.212499618530273,17.412500381469727,17.200000762939453,17.412500381469727,12.192838668823242,22841224
2015-03-13,17.412500381469727,17.4375,17.362499237060547,17.362499237060547,12.157825469970703,18110704
2015-03-16,17.337499618530273,17.337499618530273,17.212499618530273,17.225000381469727,12.061539649963379,24319908
2015-03-17,17.299999237060547,17.4375,17.25,17.287500381469727,12.105307579040527,28385376
2015-03-18,17.299999237060547,17.537500381469727,17.299999237060547,17.475000381469727,12.236602783203125,74484372
2015-03-19,17.625,17.725000381469727,17.5625,17.662500381469727,12.367897987365723,49954352
2015-03-20,17.662500381469727,17.662500381469727,17.600000381469727,17.637500762939453,12.350390434265137,17996276
2015-03-23,17.637500762939453,17.725000381469727,17.612499237060547,17.6875,12.385400772094727,30400712
2015-03-24,17.637500762939453,17.712499618530273,17.587499618530273,17.625,12.34163761138916,18018840
2015-03-25,17.625,17.649999618530273,17.524999618530273,17.5625,12.297871589660645,17835032
2015-03-26,17.350000381469727,17.424999237060547,17.287500381469727,17.350000381469727,12.14907169342041,38032500
2015-03-27,17.350000381469727,17.350000381469727,17.162500381469727,17.1875,12.035284042358398,40057776
2015-03-30,17.1875,17.225000381469727,17.137500762939453,17.200000762939453,12.044036865234375,41414268
2015-03-31,17.25,17.3125,17.200000762939453,17.262500762939453,12.087799072265625,30572136
2015-04-01,17.174999237060547,17.212499618530273,17.125,17.162500381469727,12.017777442932129,32936868
2015-04-02,17.225000381469727,17.4375,17.225000381469727,17.375,12.166580200195312,31203732
2015-04-07,17.387500762939453,17.424999237060547,17.337499618530273,17.399999618530273,12.184080123901367,13791888
2015-04-08,17.399999618530273,17.399999618530273,17.212499618530273,17.25,12.079048156738281,20279520
2015-04-09,17.25,17.462499618530273,17.237499237060547,17.274999618530273,12.09655475616455,24822068
2015-04-10,17.424999237060547,17.450000762939453,17.362499237060547,17.412500381469727,12.192838668823242,18401804
2015-04-13,17.475000381469727,17.487499237060547,17.412500381469727,17.462499618530273,12.2278470993042,16799036
2015-04-14,17.462499618530273,17.462499618530273,17.375,17.375,12.166580200195312,18250424
2015-04-15,17.3125,17.375,17.100000381469727,17.162500381469727,12.017777442932129,69067668
2015-04-16,17.237499237060547,17.424999237060547,17.225000381469727,17.424999237060547,12.20158863067627,63097896
2015-04-17,17.387500762939453,17.387500762939453,17.225000381469727,17.262500762939453,12.087799072265625,36948764
2015-04-20,17.174999237060547,17.287500381469727,17.137500762939453,17.237499237060547,12.070294380187988,38286004
2015-04-21,17.262500762939453,17.325000762939453,17.212499618530273,17.237499237060547,12.070294380187988,11457452
2015-04-22,17.325000762939453,17.450000762939453,17.3125,17.412500381469727,12.192838668823242,45247916
2015-04-23,17.549999237060547,17.875,17.537500381469727,17.875,12.516694068908691,97336372
2015-04-24,17.924999237060547,18.212499618530273,17.924999237060547,18.049999237060547,12.639238357543945,106108680
2015-04-27,18.25,18.325000762939453,18.149999618530273,18.1875,12.73552131652832,53126644
2015-04-28,18.212499618530273,18.274999618530273,18.087499618530273,18.149999618530273,12.709260940551758,65861048
2015-04-29,18.125,18.174999237060547,17.899999618530273,17.950000762939453,12.5692138671875,40298736
2015-04-30,17.899999618530273,17.950000762939453,17.787500381469727,17.862499237060547,12.507942199707031,27122128
2015-05-04,17.862499237060547,17.912500381469727,17.712499618530273,17.899999618530273,12.534201622009277,21525504
2015-05-05,17.850000381469727,17.850000381469727,17.725000381469727,17.799999237060547,12.464177131652832,27204200
2015-05-06,17.700000762939453,17.850000381469727,17.625,17.825000762939453,12.481682777404785,26413952
2015-05-07,17.700000762939453,17.700000762939453,17.537500381469727,17.612499237060547,12.332880020141602,40816896
2015-05-08,17.612499237060547,17.662500381469727,17.612499237060547,17.625,12.34163761138916,22589184
2015-05-11,17.75,17.799999237060547,17.575000762939453,17.712499618530273,12.402908325195312,44889028
2015-05-12,17.649999618530273,17.712499618530273,17.637500762939453,17.674999237060547,12.3766508102417,36256088
2015-05-13,17.674999237060547,17.799999237060547,17.674999237060547,17.774999618530273,12.446670532226562,27496332
2015-05-14,17.712499618530273,17.737499237060547,17.5,17.524999618530273,12.271612167358398,66081056
2015-05-15,17.575000762939453,17.587499618530273,17.424999237060547,17.5,12.254105567932129,46571468
2015-05-18,17.512500762939453,17.575000762939453,17.5,17.5625,12.297871589660645,12993168
2015-05-19,17.600000381469727,17.862499237060547,17.600000381469727,17.825000762939453,12.481682777404785,33833088
2015-05-20,17.8125,17.8125,17.700000762939453,17.700000762939453,12.394155502319336,30122424
2015-05-21,17.537500381469727,17.549999237060547,17.4375,17.537500381469727,12.280364036560059,46271728
2015-05-22,17.549999237060547,17.737499237060547,17.549999237060547,17.674999237060547,12.3766508102417,24611032
2015-05-25,17.612499237060547,17.737499237060547,17.575000762939453,17.674999237060547,12.3766508102417,9564232
2015-05-26,17.799999237060547,17.899999618530273,17.700000762939453,17.75,12.429165840148926,30085248
2015-05-27,17.712499618530273,17.825000762939453,17.674999237060547,17.787500381469727,12.455422401428223,23249432
2015-05-28,17.9375,17.975000381469727,17.8125,17.875,12.516694068908691,23160576
2015-05-29,17.924999237060547,17.924999237060547,17.762500762939453,17.774999618530273,12.446670532226562,19600592
2015-06-01,17.774999618530273,17.787500381469727,17.5625,17.625,12.34163761138916,31400892
2015-06-02,17.612499237060547,17.625,17.5,17.600000381469727,12.324131965637207,19469648
2015-06-03,17.575000762939453,17.600000381469727,17.475000381469727,17.487499237060547,12.245356559753418,26233216
2015-06-04,17.450000762939453,17.475000381469727,17.087499618530273,17.149999618530273,12.009026527404785,112729268
2015-06-05,17.125,17.149999618530273,17.049999237060547,17.112499237060547,11.982767105102539,60425224
2015-06-08,17.075000762939453,17.262500762939453,17.0,17.225000381469727,12.061539649963379,36376508
2015-06-09,17.125,17.149999618530273,17.0,17.087499618530273,11.96526050567627,73719804
2015-06-10,17.137500762939453,17.225000381469727,17.112499237060547,17.162500381469727,12.017777442932129,34667604
2015-06-11,17.200000762939453,17.225000381469727,17.100000381469727,17.212499618530273,12.052787780761719,29410284
2015-06-12,17.225000381469727,17.25,17.112499237060547,17.200000762939453,12.044036865234375,12703196
2015-06-15,17.200000762939453,17.25,17.125,17.162500381469727,12.017777442932129,15046464
2015-06-16,17.162500381469727,17.162500381469727,17.012500762939453,17.049999237060547,11.93899917602539,34726808
2015-06-17,17.049999237060547,17.1875,17.049999237060547,17.125,11.991518020629883,22258320
2015-06-18,17.112499237060547,17.137500762939453,17.049999237060547,17.100000381469727,11.974013328552246,42753080
2015-06-22,17.1875,17.350000381469727,17.1875,17.337499618530273,12.140320777893066,45240660
2015-06-23,17.387500762939453,17.462499618530273,17.337499618530273,17.387500762939453,12.175333023071289,21245052
2015-06-24,17.399999618530273,17.424999237060547,17.350000381469727,17.412500381469727,12.192838668823242,24508192
2015-06-25,17.5,17.662500381469727,17.5,17.612499237060547,12.332880020141602,55261700
2015-06-26,17.612499237060547,17.612499237060547,17.537500381469727,17.612499237060547,12.332880020141602,19706932
2015-06-29,17.337499618530273,17.399999618530273,17.1875,17.200000762939453,12.044036865234375,46304644
2015-06-30,17.200000762939453,17.350000381469727,17.200000762939453,17.350000381469727,12.14907169342041,16373960
2015-07-01,17.350000381469727,17.575000762939453,17.3125,17.512500762939453,12.262860298156738,24252684
2015-07-02,17.549999237060547,17.5625,17.462499618530273,17.524999618530273,12.271612167358398,17362688
2015-07-03,17.5,17.549999237060547,17.3125,17.524999618530273,12.271612167358398,31049856
2015-07-06,17.387500762939453,17.512500762939453,17.299999237060547,17.325000762939453,12.131567001342773,30338536
2015-07-07,17.412500381469727,17.524999618530273,17.362499237060547,17.399999618530273,12.184080123901367,18827676
2015-07-08,17.299999237060547,17.299999237060547,16.862499237060547,16.875,11.816462516784668,151599060
2015-07-09,16.700000762939453,16.837499618530273,16.524999618530273,16.774999618530273,11.74643611907959,132332512
2015-07-10,16.774999618530273,16.774999618530273,16.774999618530273,16.774999618530273,11.74643611907959,0
2015-07-13,17.0,17.024999618530273,16.799999237060547,17.024999618530273,11.921496391296387,63226916
2015-07-14,17.075000762939453,17.174999237060547,17.012500762939453,17.024999618530273,11.921496391296387,38474128
2015-07-15,17.075000762939453,17.162500381469727,17.0,17.0625,11.947754859924316,35462816
2015-07-16,17.149999618530273,17.237499237060547,17.049999237060547,17.149999618530273,12.009026527404785,27758332
2015-07-17,17.087499618530273,17.162500381469727,17.075000762939453,17.125,11.991518020629883,13728556
2015-07-20,17.25,17.299999237060547,16.950000762939453,17.0,11.903989791870117,31328176
2015-07-21,17.087499618530273,17.162500381469727,17.0,17.162500381469727,12.017777442932129,13454792
2015-07-22,17.049999237060547,17.075000762939453,16.924999237060547,16.950000762939453,11.868977546691895,56559756
2015-07-23,16.875,16.962499618530273,16.712499618530273,16.787500381469727,11.755188941955566,83924324
2015-07-24,16.762500762939453,16.8125,16.625,16.6875,11.685166358947754,79688192
2015-07-27,16.600000381469727,16.637500762939453,16.387500762939453,16.450000762939453,11.5188627243042,113785248
2015-07-28,16.4375,16.575000762939453,16.375,16.462499618530273,11.527615547180176,70075120
2015-07-29,16.475000381469727,16.475000381469727,16.274999618530273,16.350000381469727,11.448836326599121,73970396
2015-07-30,16.399999618530273,16.637500762939453,16.387500762939453,16.625,11.641401290893555,29895572
2015-07-31,16.625,16.637500762939453,16.450000762939453,16.537500381469727,11.580131530761719,44678108
2015-08-03,16.475000381469727,16.475000381469727,16.225000381469727,16.3125,11.422579765319824,63033688
2015-08-04,16.375,16.5,16.25,16.325000762939453,11.431329727172852,49241700
2015-08-05,16.387500762939453,16.5,16.325000762939453,16.424999237060547,11.501355171203613,39500416
2015-08-06,16.5,16.512500762939453,16.137500762939453,16.25,11.378812789916992,94483752
2015-08-07,16.125,16.25,16.049999237060547,16.174999237060547,11.326295852661133,27594688
2015-08-10,16.149999618530273,16.1875,16.0,16.137500762939453,11.300039291381836,40330104
2015-08-11,16.325000762939453,16.450000762939453,16.100000381469727,16.137500762939453,11.300039291381836,69645700
2015-08-12,16.0625,16.112499237060547,15.75,15.862500190734863,11.107473373413086,96875892
2015-08-13,15.862500190734863,15.975000381469727,15.837499618530273,15.887499809265137,11.124977111816406,64588420
2015-08-14,15.862500190734863,15.9375,15.787500381469727,15.824999809265137,11.08121395111084,33620136
2015-08-17,15.824999809265137,15.824999809265137,15.675000190734863,15.725000381469727,11.01119327545166,55411544
2015-08-18,15.75,15.824999809265137,15.612500190734863,15.637499809265137,10.949920654296875,39366724
2015-08-19,15.600000381469727,15.625,15.324999809265137,15.399999618530273,10.783613204956055,70382588
2015-08-20,15.3125,15.462499618530273,15.237500190734863,15.350000381469727,10.748604774475098,77317364
2015-08-21,15.149999618530273,15.1875,14.949999809265137,14.949999809265137,10.468510627746582,112305968
2015-08-24,14.774999618530273,14.774999618530273,13.850000381469727,14.375,10.065874099731445,245269636
2015-08-25,14.375,15.0,14.375,15.0,10.503521919250488,173951984
2015-08-26,14.824999809265137,15.125,14.662500381469727,15.087499618530273,10.564790725708008,68495612
2015-08-27,15.149999618530273,15.162500381469727,15.0,15.037500381469727,10.529779434204102,73305896
2015-08-28,15.25,15.475000381469727,15.25,15.449999809265137,10.81862735748291,74739296
2015-08-31,15.324999809265137,15.587499618530273,15.300000190734863,15.574999809265137,10.906157493591309,75831660
2015-09-01,15.475000381469727,15.649999618530273,15.375,15.4375,10.809873580932617,49362608
2015-09-02,15.274999618530273,15.574999809265137,15.237500190734863,15.524999618530273,10.871143341064453,72681908
2015-09-03,15.587499618530273,15.600000381469727,15.399999618530273,15.537500381469727,10.87989616394043,30175576
2015-09-04,15.537500381469727,15.637499809265137,15.337499618530273,15.337499618530273,10.739849090576172,63235844
2015-09-07,15.324999809265137,15.574999809265137,15.274999618530273,15.3125,10.722344398498535,40622104
2015-09-08,15.375,15.412500381469727,15.274999618530273,15.362500190734863,10.757355690002441,38568992
2015-09-09,15.662500381469727,16.037500381469727,15.662500381469727,16.037500381469727,11.23001480102539,96009052
2015-09-10,15.949999809265137,15.949999809265137,15.787500381469727,15.862500190734863,11.107473373413086,40739132
2015-09-11,15.824999809265137,15.925000190734863,15.762499809265137,15.875,11.116225242614746,31845168
2015-09-14,15.975000381469727,16.0,15.8125,15.912500381469727,11.142485618591309,17558684
2015-09-15,15.9375,15.962499618530273,15.762499809265137,15.787500381469727,11.05495834350586,23071448
2015-09-16,15.912500381469727,16.0,15.850000381469727,15.975000381469727,11.186250686645508,29691268
2015-09-17,16.125,16.287500381469727,16.125,16.25,11.378812789916992,51639404
2015-09-18,16.25,16.25,16.137500762939453,16.212499618530273,11.352553367614746,14028932
2015-09-21,16.012500762939453,16.024999618530273,15.800000190734863,15.862500190734863,11.107473373413086,39950376
2015-09-22,15.887499809265137,15.987500190734863,15.887499809265137,15.949999809265137,11.168745994567871,17323500
2015-09-23,15.800000190734863,15.800000190734863,15.550000190734863,15.587499618530273,10.914907455444336,40182412
2015-09-24,15.637499809265137,15.712499618530273,15.475000381469727,15.5,10.8536376953125,29459824
2015-09-25,15.537500381469727,15.587499618530273,15.399999618530273,15.5625,10.8974027633667,23928716
2015-09-29,15.5625,15.5625,15.5625,15.5625,10.8974027633667,0
2015-09-30,15.362500190734863,15.649999618530273,15.362500190734863,15.600000381469727,10.923664093017578,34296492
2015-10-01,15.649999618530273,15.925000190734863,15.550000190734863,15.899999618530273,11.1337308883667,47947396
2015-10-02,15.837499618530273,15.899999618530273,15.774999618530273,15.8125,11.072461128234863,30287628
2015-10-05,15.949999809265137,16.0,15.8125,15.850000381469727,11.098721504211426,21532752
2015-10-06,16.037500381469727,16.174999237060547,15.962499618530273,15.975000381469727,11.186250686645508,33202088
2015-10-07,15.975000381469727,16.212499618530273,15.975000381469727,16.212499618530273,11.352553367614746,34548176
2015-10-08,16.274999618530273,16.325000762939453,16.149999618530273,16.174999237060547,11.326295852661133,49441508
2015-10-12,16.262500762939453,16.475000381469727,16.262500762939453,16.387500762939453,11.475095748901367,69862572
2015-10-13,16.399999618530273,16.412500381469727,16.287500381469727,16.325000762939453,11.431329727172852,29959156
2015-10-14,16.325000762939453,16.325000762939453,16.237499237060547,16.262500762939453,11.387566566467285,28543832
